item_id,register,generator,condition,is_human,context,text,source_row,pair_id
847,formal,mistral,human_like,False,Kartläggning och utvärdering av utbildningar: en svaghet i företag?,"I dagens snabbt föränderliga arbetsliv är utbildning en central del av företagsstrategier för att behålla kompetenta medarbetare och anpassa sig till nya utmaningar. Trots detta verkar många organisationer ha svårt att systematiskt kartlägga och utvärdera sina utbildningsinsatser. Denna uppsats undersöker hur företag arbetar med att identifiera utbildningsbehov och följa upp effekterna av utbildningar, samt om bristen på strukturerade metoder kan utgöra en svaghet.

Genom att analysera befintliga metoder för behovsanalys och utvärdering framträder en bild av att många företag förlitar sig på ad-hoc-lösningar eller ostrukturerade tillvägagångssätt. Detta kan leda till ineffektiv användning av resurser och svårigheter att mäta om utbildningarna faktiskt bidrar till förbättrad prestanda eller lärande. Samtidigt visar forskning att välplanerade utbildningsstrategier kan stärka både medarbetarnas kompetens och företagets konkurrenskraft.

Uppsatsen diskuterar även hur digitalisering och nya lärandeplattformar kan underlätta kartläggning och uppföljning, men även de utmaningar som finns när det gäller att integrera dessa verktyg i befintliga verksamheter. Slutsatsen är att en mer systematisk och målinriktad hantering av utbildningsfrågor skulle kunna vara en nyckel till att stärka företagets långsiktiga utveckling.

Denna undersökning syftar till att bidra till en bredare diskussion om hur företag kan förbättra sina utbildningsstrategier för att möta framtidens krav.",145,formal-145
848,formal,mistral,detector_evasive,False,Kartläggning och utvärdering av utbildningar: en svaghet i företag?,"Den här uppsatsen undersöker om kartläggning och utvärdering av utbildningar är en svaghet i företag. Många företag investerar i utbildning men saknar system för att kartlägga utbildningsbehov eller utvärdera effekten. Det kan leda till ineffektiva utbildningar som inte når målen.

Studien utgår från tidigare forskning om utbildning och personalutveckling. Fokus ligger på hur företag identifierar utbildningsbehov och mäter resultat. Kartläggning av utbildningsbehov är viktigt för att säkerställa att rätt kompetens utvecklas. Utvärdering av utbildning är lika viktig för att bedöma om utbildningen har haft önskad effekt.

Resultaten visar att många företag brister i både kartläggning och utvärdering. Det finns ofta ingen tydlig koppling mellan utbildningsinsatser och verksamhetsmål. Företag som använder strukturerade metoder för kartläggning och utvärdering får bättre resultat.

Uppsatsen slår fast att bristande kartläggning och utvärdering av utbildningar kan vara en svaghet i företag. För att förbättra utbildningsinsatser behöver företag arbeta mer systematiskt med behovsanalyser och utvärderingar.",145,formal-145
849,formal,human,human,True,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Bakgrund: Enligt statistiska central byråns prognos (2003) kommer invandrare eller barn till invandrare att stå för cirka åtta procent av Sveriges befolkningsökning inom de närmsta tjugo åren. För att kunna bistå med god vård på lika villkor för hela befolkningen måste den svenska sjukvården anpassas efter det mångkulturella samhälle vi lever i. Syfte: Denna litteraturstudie syftar till att belysa svårigheter som kan påverka mötet mellan svensk vårdpersonal och personer med invandrarbakgrund. Metod: Litteraturstudien bygger på sju vetenskapliga artiklar, alla med kvalitativ forskningsansats. Studien analyserades utifrån Malterud (1996). Resultat: Resultatet av studien visar att verbal och icke-verbal kommunikation, kulturella olikheter och invandrares syn på sjukvård kan försvåra mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund.",148,formal-148
850,formal,gpt-5.2,baseline,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Denna litteraturstudie syftar till att belysa vilka svårigheter som kan uppstå i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund inom svensk hälso- och sjukvård. Utifrån ett mångkulturellt omvårdnadsperspektiv sammanställs och analyseras tidigare forskning för att identifiera återkommande hinder som påverkar omvårdnadens kvalitet, patientsäkerheten och upplevelsen av vårdmötet. I resultatet framträder flera centrala problemområden. Språk- och kommunikationssvårigheter beskrivs som särskilt betydelsefulla och kan leda till missförstånd kring symtom, behandling, läkemedel och uppföljning. Bristande tillgång till professionell tolk eller osäkerhet i hur tolktjänster används kan förstärka dessa hinder. Vidare lyfts kulturella skillnader i synen på hälsa, sjukdom, smärta, könsroller, familjens roll och förväntningar på vården, vilket kan skapa frustration och otydlighet i vårdrelationen. Även vårdpersonalens begränsade kunskap om mångkulturell omvårdnad, tidsbrist samt brist på organisatoriskt stöd kan försvåra ett personcentrerat bemötande. Sammanfattningsvis visar litteraturstudien att svårigheterna ofta är både individuella och strukturella, där kommunikation och kulturell förståelse är återkommande nyckelfaktorer. Studien indikerar ett behov av ökad utbildning i kulturell kompetens, förbättrade rutiner för tolkanvändning och organisatoriska förutsättningar som stödjer jämlik vård. Detta bedöms kunna minska missförstånd, stärka förtroendet i vårdmötet och bidra till en mer säker och respektfull omvårdnad för personer med invandrarbakgrund i Sverige.",148,formal-148
851,formal,gpt-5.2,human_like,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Denna litteraturstudie belyser svårigheter som kan uppstå i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund inom svensk hälso- och sjukvård. Med utgångspunkt i ett mångkulturellt omvårdnadsperspektiv sammanställs tidigare forskning för att synliggöra vilka hinder som påverkar vårdrelationen, kommunikationen och möjligheten att erbjuda en jämlik och personcentrerad vård i Sverige. Resultatet visar att kommunikationsrelaterade problem framstår som ett av de mest återkommande områdena. Språkbarriärer kan leda till missförstånd kring symtom, behandling och egenvård, vilket i sin tur kan påverka patientsäkerheten och patientens delaktighet. Bristande tillgång till professionell tolk, eller osäkerhet kring hur tolk bör användas, framhålls som en faktor som ytterligare kan försvåra bedömningar och informationsutbyte. I vissa situationer används anhöriga som tolkar, vilket kan skapa etiska dilemman kopplade till integritet, sekretess och risken för att information filtreras eller förvanskas. Vidare identifieras kulturella skillnader i synen på hälsa, sjukdom, smärta och vård som en central källa till svårigheter. Vårdpersonal kan uppleva att patienters förväntningar på vården skiljer sig från etablerade rutiner i svensk sjukvård, exempelvis när det gäller synen på läkemedel, könsnormer i vårdmötet eller hur auktoritet och beslutsfattande bör hanteras. Samtidigt kan patienter med invandrarbakgrund uppleva osäkerhet inför vårdsystemet, otydlighet kring rättigheter och skyldigheter eller bristande förtroende, särskilt om tidigare erfarenheter av vård eller myndigheter varit negativa. Litteraturen pekar också på organisatoriska förutsättningar som påverkar mötet. Tidspress, brist på utbildning i mångkulturell omvårdnad och otydliga rutiner för tolkning eller kulturellt anpassad information kan bidra till att vårdpersonal känner sig otillräcklig. Detta kan i förlängningen leda till frustration, stereotypa antaganden eller att individens behov inte fångas upp fullt ut. Sammantaget framträder en bild av att svårigheterna sällan enbart är kopplade till patientens bakgrund, utan ofta uppstår i samspelet mellan individuella, kulturella och strukturella faktorer. Studien sammanfattar att förbättrade förutsättningar för kommunikation, ökad kompetens i kulturmedveten och personcentrerad omvårdnad samt organisatoriskt stöd är avgörande för att minska barriärer i vårdmötet. Genom att stärka förståelsen för mångkulturella aspekter och samtidigt tydliggöra rutiner, kan vården bättre möta personer med invandrarbakgrund på ett respektfullt, säkert och jämlikt sätt.",148,formal-148
852,formal,gpt-5.2,detector_evasive,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Denna litteraturstudie tar upp svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund i Sverige. Arbetet kommer från Blekinge Institute of Technology, School of Health Science. Fokus ligger på mångkulturell omvårdnad. Studien samlar resultat från tidigare forskning och visar vilka problem som ofta uppstår i vårdmötet. Ett tydligt tema är språk. När svensk sjukvårdspersonal och invandrare inte delar språk blir samtalet kort. Det blir också lätt fel. Patienter kan ha svårt att beskriva symtom. Personalen kan ha svårt att förklara prov, behandling och egenvård. Det blir extra svårt när det finns stress och lite tid. Tolkar lyfts ofta fram som en hjälp. Samtidigt finns svårigheter även då. Det handlar om brist på tolk. Det handlar om tid för att boka tolk. Det handlar om att tolken saknar vårdord. I vissa fall vill patienten ha en viss tolk. Det kan gälla kön eller dialekt. Då blir det ännu svårare att få det att fungera. Ett annat tema är kultur och olika syn på vård. I mångkulturell omvårdnad behöver personalen förstå att invandrare kan ha andra vanor. De kan också ha andra sätt att visa smärta. De kan ha andra förväntningar på läkemedel och undersökningar. En del vill ha snabba svar. En del vill ha fler prover. En del vill att familjen ska vara med och styra. Detta kan skapa svårigheter när svensk sjukvårdspersonal vill arbeta på ett annat sätt. Det kan också bli svårt när personalen vill tala med patienten enskilt och familjen vill vara med. Studien tar också upp förtroende. Förtroende byggs när patienten känner sig sedd. Det byggs när informationen blir tydlig. Det byggs när personalen visar respekt. Svårigheter uppstår när invandrare känner att personalen inte lyssnar. Svårigheter uppstår när personalen tolkar patientens beteende som ointresse eller brist på ansvar. Detta blir extra tydligt vid psykisk ohälsa och vid långvarig smärta. Då behövs ofta många samtal. Då blir språk och kultur ännu viktigare. Ett fjärde tema är kunskap och stöd i arbetet. Svensk sjukvårdspersonal beskriver att de saknar stöd för mångkulturell omvårdnad. De vill ha mer utbildning. De vill ha rutiner som fungerar. De vill ha tid. Svårigheter ökar när personalen arbetar ensam eller när vården är pressad. Det påverkar både mötet och vårdens kvalitet. Sammanfattningsvis visar litteraturstudien att svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund i Sverige ofta handlar om språk, tolk, kultur, förväntningar, familjens roll och förtroende. Studien pekar på att mångkulturell omvårdnad kräver tid och kunskap. Den kräver också att vården har praktiskt stöd så att mötet blir tryggt för både personal och invandrare.",148,formal-148
853,formal,gpt-5.6,baseline,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Sveriges ökade kulturella mångfald innebär att sjukvårdspersonal möter patienter med varierande språkliga, kulturella och religiösa bakgrunder. Syftet med litteraturstudien var att belysa de svårigheter som kan uppstå i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund. Studien baserades på en sammanställning och analys av tidigare forskning inom mångkulturell omvårdnad. Resultatet visar att språkbarriärer, kulturella skillnader och skilda föreställningar om hälsa, sjukdom och behandling kan försvåra kommunikationen och skapa missförstånd. Även bristande kunskap om patienters kulturella referensramar samt otillräcklig tillgång till professionella tolkar kan påverka vårdrelationen och patientens delaktighet. För att främja en trygg och jämlik vård behöver sjukvårdspersonal utveckla kulturell medvetenhet, använda individanpassad kommunikation och se varje patient som en unik person snarare än som representant för en viss kultur. Ökad kunskap och förbättrade organisatoriska förutsättningar kan bidra till en mer personcentrerad och säker omvårdnad.",148,formal-148
854,formal,gpt-5.6,human_like,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Bakgrund: Det svenska samhället präglas av en växande kulturell mångfald, vilket innebär att sjukvårdspersonal möter patienter med varierande språk, erfarenheter och föreställningar om hälsa, sjukdom och vård. Dessa möten kan medföra utmaningar som påverkar kommunikationen, vårdrelationen och möjligheten att erbjuda en individuellt anpassad och jämlik omvårdnad. Syfte: Syftet med litteraturstudien var att belysa de svårigheter som kan uppstå i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund. Metod: Studien genomfördes som en litteraturstudie där relevant forskning om mångkulturella vårdmöten sammanställdes och analyserades. Materialet granskades med fokus på sjukvårdspersonalens erfarenheter av att vårda personer med invandrarbakgrund inom svensk hälso- och sjukvård. Resultat: Resultatet visade att språkliga hinder var en central svårighet och kunde leda till missförstånd, bristfällig informationsöverföring och osäkerhet i vårdsituationen. Användningen av tolk kunde underlätta kommunikationen men innebar även utmaningar, särskilt när anhöriga användes som tolkar. Skillnader i kulturella värderingar, synen på sjukdom och behandling samt förväntningar på sjukvården kunde också försvåra mötet. Vidare framkom att brist på tid, kunskap och kulturell förståelse kunde påverka sjukvårdspersonalens möjligheter att skapa en trygg och förtroendefull vårdrelation. Slutsats: För att främja en jämlik och personcentrerad omvårdnad behöver sjukvårdspersonal ges bättre förutsättningar att hantera språkliga och kulturella skillnader. Ökad kunskap om kulturella perspektiv, tillgång till professionella tolkar och möjlighet till reflektion kan bidra till att minska missförstånd och stärka mötet mellan vårdpersonal och personer med invandrarbakgrund.",148,formal-148
855,formal,gpt-5.6,detector_evasive,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Bakgrund: Sverige är ett mångkulturellt samhälle. Svensk sjukvårdspersonal möter därför personer med invandrarbakgrund i den dagliga vården. Mötet kan präglas av svårigheter som påverkar omvårdnad och trygghet. Språk, kulturella skillnader och olika syn på hälsa och sjukdom är centrala delar. Syfte: Syftet med litteraturstudien var att beskriva svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund. Metod: Studien genomfördes som en litteraturstudie. Vetenskapliga artiklar om mångkulturell omvårdnad, svårigheter, invandrare och sjukvård i Sverige granskades och sammanställdes. Resultat: Språket var en vanlig svårighet. Brister i kommunikationen gjorde det svårt för sjukvårdspersonal att få rätt information och ge tydliga råd. Användning av tolk kunde förbättra mötet. Samtidigt uppstod problem när anhöriga användes som tolk. Skillnader i kultur, religion och syn på vård påverkade också mötet. Sjukvårdspersonal upplevde att brist på tid och kunskap försvårade en anpassad omvårdnad. Personer med invandrarbakgrund riskerade därför att känna sig osäkra eller mindre delaktiga. Slutsats: Svensk sjukvårdspersonal behöver mer kunskap om mångkulturell omvårdnad. Tillgång till utbildade tolkar och mer tid i mötet är viktigt. En tydlig kommunikation och respekt för varje persons bakgrund kan bidra till en trygg och jämlik vård.",148,formal-148
856,formal,mistral,baseline,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Denna kandidatuppsats, genomförd vid Blekinge Institute of Technology, School of Health Science, undersöker svårigheter som kan uppstå i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund. Studien har en litteraturbaserad ansats och fokuserar på hur kulturella skillnader, språkbarriärer och fördomar kan påverka omvårdnaden i en mångkulturell kontext.

Resultaten visar att kommunikationsproblem, bristande kunskap om kulturella normer och strukturella hinder i vårdsystemet kan leda till missförstånd och otillräcklig vård. Sjukvårdspersonalens förmåga att anpassa sig till patienters olika bakgrunder och behov framhålls som avgörande för att främja jämlik vård. Studien betonar även vikten av kulturell kompetens och vidareutbildning inom sjukvården för att förbättra möten med patienter från mångkulturella miljöer.

Slutsatsen pekar på att en mer inkluderande och anpassningsbar vårdmodell behövs för att överkomma de identifierade svårigheterna och säkerställa god omvårdnad för alla patienter, oavsett bakgrund.",148,formal-148
857,formal,mistral,human_like,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Den här kandidatuppsatsen undersöker de svårigheter som kan uppstå i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund. Studien är en litteraturöversikt som baseras på tidigare forskning och syftar till att belysa de utmaningar som kan påverka den mångkulturella omvårdnaden i Sverige. Genom att analysera befintliga studier identifieras olika faktorer som kan hindra en effektiv och jämlik vård för invandrare, såsom språkbarriärer, kulturella skillnader, fördomar och bristande kunskap om andra kulturers värderingar och traditioner.

Resultaten visar att dessa svårigheter kan leda till missförstånd, bristande kommunikation och i värsta fall en sämre vårdkvalitet för personer med invandrarbakgrund. Studien diskuterar också möjliga lösningar, såsom ökad kulturell kompetens hos sjukvårdspersonalen, användning av tolk och ett mer inkluderande arbetssätt. Trots att Sverige är ett mångkulturellt samhälle framhävs behovet av ytterligare forskning och praktiska åtgärder för att förbättra mötet mellan vårdpersonal och patienter med olika bakgrunder.

Denna uppsats bidrar till diskussionen om hur sjukvården kan bli mer anpassad till en heterogen befolkning och hur man kan undvika diskriminering och ojämlikhet i vården. Slutsatsen är att en lyckad mångkulturell omvårdnad kräver både individ- och systemnivåinsatser för att skapa en mer inkluderande och jämlik vårdmiljö.",148,formal-148
858,formal,mistral,detector_evasive,False,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.","Denna kandidatuppsats undersöker svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund. Studien är en litteraturstudie från Blekinge Institute of Technology, School of Health Science. Fokus ligger på mångkulturell omvårdnad och hur svårigheter uppstår.

Resultaten visar att språkbarriärer och kulturella skillnader skapar utmaningar. Sjukvårdspersonalen har ibland bristande kunskap om andra kulturers värderingar och beteenden. Personer med invandrarbakgrund kan känna sig missförstådda eller exkluderade. Studien belyser vikten av bättre utbildning och anpassade vårdmetoder.

Slutsatsen är att sjukvården måste bli mer inkluderande. Mångkulturell omvårdnad behöver utvecklas för att möta behoven hos personer med invandrarbakgrund. Studien bidrar till förståelse för hur vården kan förbättras.",148,formal-148
859,formal,human,human,True,"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.","För socialtjänstens klienter innebär klientskapet en ovillkorligt underordnad roll, där individen befinner sig i en situation denne inte styr över. Individen etablerar en relation till den offentliga hjälpapparaten som samtidigt är en maktapparat. Det övergripande syftet med studien är att skapa förståelse för hur den specifika ekonomisektionen inom socialförvaltningen, i en kommun i södra Sverige, som avgränsat socialt fält, är konstruerat. Ett delsyfte är att belysa hur enskilda socialsekreterare inom denna sektion samt ett urval av deras klienter, upplever interaktionen vid handläggning av ekonomiskt bistånd. Ytterligare ett delsyfte är att få en förståelse för hur de sociala konfigurationerna ter sig samt hur makt konstrueras, i interaktionen mellan klient och socialsekreterare. Tidigare forskning inom området, av Greta-Marie Skau och Leila Billqvist, belyser problematiken i den svåra balanssituation som socialsekreterare befinner sig i, vad gäller att ha makt och ge hjälp samt vad som sker i klientprocessen. Studiens teoretiska ansats utgörs av Tillys teori om beständig ojämlikhet, där fokus ligger på kombinationer av sociala konfigurationer samt den kategoriella ojämlikhetens orsaksmekanismer. Studien metodologiska ansats är av abduktiv art, varpå Tillys teori utgör grunden för den empiriska datainsamlingen. Genom studiens resultat modifieras därefter denna teori. För den empiriska datainsamlingen tillämpas en metodtriangulering, i form av personliga dokument samt semistrukturerade intervjuer. Huvuddraget i resultatet inbegriper upplevelser av distinktionen i socialsekreterarrollen, vilken består av dels en hjälpande/behandlande funktion, dels en myndighetsutövande funktion. Resultatet påvisar även en distinktion vad gäller klientrollen, då den består av såväl rättigheter som skyldigheter. Vidare presenteras upplevelser av interaktionen mellan klient och socialsekreterare, varigenom ojämlikheter upprättas och vidmakthålls. Av analysen framgår att en beständig ojämlikhet råder i interaktionen mellan klient och socialsekreterare. Denna ojämlikhet yttrar sig inom det kategoriella paret, vilka karaktäriseras av inre och yttre kategorier, således tenderar den kategoriella ojämlikheten att vara strukturellt betingad. Ojämlikheten och maktobalansen upprättas genom exploatering och möjlighetsansamling samt vidmakthålls genom efterlikning och anpassning.",151,formal-151
860,formal,gpt-5.2,baseline,False,"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.","Denna uppsats behandlar hur interaktionen mellan klient och socialsekreterare kan förstås ur ett maktperspektiv. Utifrån antagandet att mötet inte enbart är ett neutralt samtal utan en relation präglad av institutionella ramar, analyseras hur makt skapas, upprätthålls och ibland utmanas i det vardagliga arbetet. Fokus ligger på klienters och/eller socialsekreterares upplevelser av bemötande, kommunikation, förväntningar och handlingsutrymme i kontakt med socialtjänsten. I analysen betraktas interaktionen som en del av bredare sociala konfigurationer där roller, regler och resurser formar parternas positioner. Socialsekreteraren representerar ofta en organisatorisk och juridisk struktur med mandat att utreda, bedöma och fatta beslut, medan klienten vanligtvis befinner sig i en beroendeposition kopplad till behov av stöd eller insatser. Detta asymmetriska utgångsläge kan påverka vad som upplevs som möjligt att säga, kräva eller motsätta sig i mötet. Makt synliggörs genom begrepp som exploatering och möjlighetsansamling. Exploatering kan förstås som situationer där klientens utsatta position förstärks genom krav, kontroll eller villkorade insatser, exempelvis när information, tid eller anpassning ensidigt krävs av klienten utan motsvarande möjlighet till inflytande. Möjlighetsansamling belyser hur vissa aktörer, ofta genom utbildning, språklig kompetens, organisatorisk tillgång och tolkningsföreträde, samlar på sig fler handlingsalternativ än andra. I praktiken kan detta innebära att socialsekreteraren har större möjlighet att definiera problem, formulera mål och avgöra vilka insatser som framstår som rimliga. Sammantaget visar uppsatsens inriktning att interaktionen mellan klient och socialsekreterare inte kan reduceras till individuella egenskaper eller ”bra/dåligt bemötande”, utan behöver förstås som en relation där makt är inbyggd i systemets villkor. Samtidigt antyds att makt inte är statisk: den kan förhandlas i mötet genom strategier som delaktighet, transparens och respektfull kommunikation, vilket kan förändra klientens upplevelse av kontroll och värdighet. Uppsatsen bidrar därmed med en fördjupad förståelse av hur socialt arbete formas i skärningspunkten mellan profession, organisation och klienters levda erfarenheter.",151,formal-151
861,formal,gpt-5.2,human_like,False,"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.","Den här uppsatsen undersöker hur interaktionen mellan klient och socialsekreterare upplevs och formas när den betraktas ur ett maktperspektiv. Utgångspunkten är att mötet mellan klient och myndighetsrepresentant inte enbart handlar om stöd och hjälp, utan också om hur resurser, handlingsutrymme och tolkningsföreträde fördelas i praktiken. Genom att fokusera på interaktion synliggörs hur makt inte bara är något som “finns” i organisationen, utan något som görs i samtal, bedömningar, dokumentation och i de regler och rutiner som strukturerar mötet. I analysen förstås relationen som en del av större sociala konfigurationer, där både klientens och socialsekreterarens position påverkas av institutionella ramar, organisatoriska krav och samhälleliga föreställningar om ansvar, normalitet och avvikelse. Socialsekreteraren har ofta ett formellt mandat att utreda, bedöma och fatta beslut, vilket skapar en asymmetri redan från början. Samtidigt framträder klientens beroendeställning inte bara som ett individuellt problem, utan som en effekt av hur tillgång till stöd är knuten till prövning, villkor och kontroll. Begreppen exploatering och möjlighetsansamling används för att belysa hur vissa aktörer får större möjlighet att påverka både processen och utfallet. Exploatering kan förstås som att klientens berättelse, tid och anpassning tas i anspråk för att passa myndighetens behov av underlag, utan att klienten alltid upplever att det leder till reellt inflytande. Möjlighetsansamling synliggör hur socialsekreterarens roll ger tillgång till kunskap, nätverk och institutionella resurser som kan förstärka den professionellas handlingsutrymme, samtidigt som klienten ofta måste navigera i ett komplext system med begränsad information och små marginaler. Sammanfattningsvis visar uppsatsen hur makt blir särskilt tydlig i det vardagliga samspelet: i vilka frågor som ställs, hur svar tolkas, hur beslut motiveras och hur ansvar för förändring fördelas. Interaktionen kan rymma både stöd och kontroll, och klientens upplevelse av respekt, delaktighet och begriplighet framstår som avgörande för om mötet upplevs som hjälpande eller som ytterligare en belastning. Uppsatsen pekar därmed på vikten av att förstå makt som relationell och situationsbunden, samt att reflektera över hur socialt arbete kan utformas för att minska ojämlikhet i mötet och stärka klientens faktiska möjlighet till inflytande.",151,formal-151
862,formal,gpt-5.2,detector_evasive,False,"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.","Denna kandidatuppsats från Blekinge Institute of Technology, School of Management, handlar om upplevelser av interaktionen mellan klient och socialsekreterare. Studien ser detta ur ett maktperspektiv. Fokus ligger på hur makt tar form i samtal, möten och beslut. Den tar också upp hur interaktion skapar villkor för klient och hur socialsekreterare använder sitt handlingsutrymme. Uppsatsen utgår från att interaktion aldrig är neutral. Den formas av roller, regler och resurser. Klient och socialsekreterare möts i en ordning där socialsekreterare ofta kontrollerar tid, plats och vad som räknas som relevant. Det gör att makt syns i små saker. Vem som får tala först. Vem som får avsluta. Vad som skrivs ner. Hur frågor ställs och hur svar tolkas. I analysen används sociala konfigurationer för att förstå mönster i relationen. Klient ingår i flera sociala konfigurationer som påverkar läget i mötet. Socialsekreterare ingår i socialtjänsten och i sin arbetsplats. Det gör att interaktion påverkas av krav på dokumentation, riktlinjer och kontroll. Samtidigt påverkas den av relationen i rummet. Tonläge och ordval får stor betydelse. Det gäller särskilt när klient berättar om ekonomi, hälsa och familj. Uppsatsen tar upp exploatering som en risk i interaktionen. Exploatering syns när klientens behov blir ett underlag för styrning utan att klient får samma chans att styra samtalet. Det syns också när klient måste lämna ut mer än vad som känns rimligt för att få stöd. Maktperspektiv gör att detta går att se som mer än en enskild konflikt. Det kopplas till hur system och rutiner pressar klient att anpassa sig. Den tar också upp möjlighetsansamling. Möjlighetsansamling beskriver hur vissa klienter lättare får tillgång till stöd och vägar framåt. Det kan handla om språk, vana att tala med myndigheter och att kunna visa upp rätt papper i rätt tid. I interaktion märks det när klient kan förhandla och ställa frågor. Det märks också när klient kan följa upp och hålla kontakt. Andra klienter får svårare att bygga samma möjlighetsansamling. Då fastnar de lätt i korta lösningar och nya krav. Resultatet visar att upplevelser av interaktionen mellan klient och socialsekreterare ofta kretsar kring respekt, förtroende och kontroll. När socialsekreterare ger tydlig info och förklarar beslut i samtal så ökar klientens känsla av att bli tagen på allvar. När socialsekreterare styr samtalet hårt och lutar sig mot regler utan dialog så ökar känslan av makt och avstånd. Uppsatsen visar också att klient inte är passiv. Klient använder strategier. Klient väljer vad som sägs, vad som hålls tillbaka och hur man framställer sin situation. Sammantaget visar uppsatsen att interaktion mellan klient och socialsekreterare blir en plats där makt skapas och syns. Sociala konfigurationer påverkar vad som händer i rummet. Exploatering och möjlighetsansamling hjälper till att förstå följderna av mötena. I ett maktperspektiv blir det tydligt att små drag i samtal och rutiner kan ge stora effekter för klient över tid.",151,formal-151
863,formal,gpt-5.6,baseline,False,"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.","Denna kandidatuppsats behandlar klienters och socialsekreterares upplevelser av deras inbördes interaktion ur ett maktperspektiv. Fokus ligger på hur makt skapas, fördelas och kommer till uttryck i mötet mellan parterna. Relationen förstås som en social konfiguration där socialsekreteraren, genom sin yrkesroll och tillgång till organisatoriska resurser, har ett större handlingsutrymme än klienten. Begreppen exploatering och möjlighetsansamling används för att synliggöra hur kontroll över information, beslut och stödinsatser kan bidra till ojämlika positioner. Samtidigt betraktas klienten som en aktiv part som kan påverka interaktionen genom egna strategier och förhållningssätt. Uppsatsen belyser därmed hur institutionella villkor, professionella bedömningar och individuella erfarenheter formar relationen mellan klient och socialsekreterare. Studien bidrar till en ökad förståelse för hur maktasymmetrier kan påverka klientens delaktighet, bemötande och möjligheter att göra sin röst hörd inom socialt arbete.",151,formal-151
