model,register,condition,doc_id,error,refusal,markdown_n,chars,text
gpt-5.6,informal,human_like,328,,,0,540,"1. Mittenläget är vanligt ”på”, men då är den stora ratten på baksidan låst så att du inte råkar ändra något. Översta läget är också på, fast med bakre ratten aktiverad.

2. H betyder High speed, alltså snabb serietagning (ca 6,5 bilder/sekund). Det andra serieläget är långsammare, runt 3 bilder/sekund.

3. L, M och S anger bildens upplösning/storlek. Kurvan betyder Fine, dvs mindre JPEG-komprimering och högre kvalitet, medan trappan betyder Normal, alltså hårdare komprimering och mindre filer. L + kurva ger alltså bäst JPEG-kvalitet."
gpt-5.6,informal,human_like,754,,,0,358,"Nej, det känns mest som symbolpolitik. Den som faktiskt är extremist lär ju bara svara det som förväntas, medan andra kanske inte ens vet vem Lars Vilks var. Bättre att fokusera på konkreta säkerhetsrisker, brottslighet och om personen accepterar svensk lag, yttrandefrihet och andras rätt att uttrycka sig. Åsikter om en enskild konstnär säger väldigt lite."
gpt-5.6,informal,detector_evasive,752,,,0,331,Ganska meningslös fråga. Den som vill lura Migrationsverket svarar förstås ”rätt”. Dessutom får man ogilla Lars Vilks. Det avgörande är om man accepterar yttrandefrihet och tar avstånd från hot och våld. Fråga om det i stället. En åsiktskontroll stoppar knappast extremister... handlingar och riktiga säkerhetskontroller säger mer.
gpt-5.6,informal,detector_evasive,240,,,0,440,"Du söker inte en psykopat. Du söker en fantasibild av nån snygg, gränslös och farlig men ändå stabil på beställning. Så funkar folk inte. Psykopati är inte en cool dejtingprofil och psykiatrin är ingen raggningsplats. Om du själv känner att du saknar gränser eller vill ”göra saker”, kontakta vårdcentralen eller 1177 och säg rakt ut vad du menar. Dejta sen utifrån intressen, kemi och respekt som alla andra. Varför dra in en diagnos alls?"
gpt-5.6,informal,detector_evasive,218,,,0,185,"Beror på hur tätt pulvret är. 50 g är inte automatiskt 0,5 dl. Väg upp med köksvåg första gången och kolla nivån i dl-måttet. Ofta hamnar gainer runt 1 dl, men läs skopan/förpackningen."
gpt-5.6,informal,detector_evasive,667,,,0,670,"Klart man kan ha olika respekt för olika droger. Riskerna är inte samma. Cannabis är inte heroin eller fentanyl. Men vardagskänslan kan lura en. Tre dagar blir lätt varje helg och sen varje kväll. Tolerans, sämre minne, seghet, ångest och sömnstrul märks ofta först efter ett tag.

Psykiskt stabil är heller inget frikort. Hög THC-halt, ärftlighet för psykos och mycket stress kan ställa till det ändå. Jag hade kollat mer på följderna än antal gram. Kan man ta långa pauser utan problem? Sköts jobb, plugg och relationer? Kör man aldrig påverkad? Om svaren börjar skava är det dags att backa... Respekt betyder inte panik. Bara att inte intala sig att det är riskfritt."
gpt-5.6,informal,detector_evasive,420,,,0,409,"Testa Microsoft Edge TTS, rösterna där är långt bättre än gamla Sam. Svenska Sofie eller Hillevi låter rätt naturliga och går att spela in via OBS. CapCut har också flera gratis röster. Vill du ha mer kontroll finns ElevenLabs, men gratisnivån är begränsad. För lite robotkänsla kan du köra ljudet genom Audacity och ändra pitch, formant och lägga svag vocoder. Kolla bara licensen om videon ska tjäna pengar."
gpt-5.6,informal,detector_evasive,867,,,0,684,"För att den sortens propaganda bygger på en gammal syn där kvinnan ses som gruppens egendom och barnalstrare. Den utländske mannen blir då både sexuell rival och hot mot framtida generationer. Den vite mannen som ligger med en arabisk eller svart kvinna ses däremot som erövrare. Samma handling får helt olika etikett.

SMR och NSF var dessutom starkt mansdominerade miljöer. Propagandan skrevs för arga unga män och deras rädslor. Vem skulle bilden på den svarta kvinnan som ”förför” en svensk kille mobilisera? Snarare hade många i den publiken sett det som en fantasi eller en seger... Det handlar alltså mindre om konsekvent raslära och mer om kön, kontroll och manlig konkurrens."
gpt-5.6,informal,detector_evasive,351,,,0,545,"Det behöver inte betyda avlyssning. De kan ha hittat sms, chattar, sökhistorik eller uppgifter från andra personer. Polisen kan också lägga fram en felaktig uppgift om en blogg för att se hur du reagerar. Hemlig avlyssning kräver normalt beslut av domstol och misstanke om grovt brott. Terrorbrott kan ge sådana möjligheter, men det går inte att dra den slutsatsen bara av frågorna. Be din försvarare gå igenom förundersökningsprotokollet när det blir tillgängligt. Gissa inte mer i nya förhör. Begär advokat och håll dig till det du säkert vet."
gpt-5.6,informal,detector_evasive,1040,,,0,151,Jag hade fått betalt för att testa nya spel. Några timmar Elden Ring. Lite Mario Kart. Sen skriva tre rader om vad som sög. Vem tackar nej till det...?
gpt-5.6,informal,human_like,265,,,0,1164,"De är absolut korrekta, men de tillhör olika stilnivåer. ”Dock” är fortfarande ganska vanligt i sakprosa och passar fint i en skoluppsats eller ett debattinlägg. ”Icke” känns mer formellt eller markerat och förekommer ofta i fasta uttryck som ”icke godkänd” och ”icke-våld”. ”Således” fungerar också, men låter betydligt formellare än ”alltså” eller ”därför”.

I mejl beror det helt på mottagaren. Till en myndighet eller i jobbet kan orden passa, medan ett ”således” i ett sms till en kompis lätt låter skämtsamt eller högtravande. I böcker är förstås nästan allt tillåtet beroende på berättarröst, tidsperiod och vilken effekt författaren vill uppnå.

Samma sak gäller ord som ”ej”, ”ty”, ”emedan”, ”ehuru” och ”eljest”. De är inte fel, men vissa av dem drar uppmärksamhet till sig och kan få texten att låta ålderdomlig. I en skoluppsats bör man framför allt skriva tydligt och konsekvent, inte försöka verka fin genom att stapla formella ord. Jag stör mig inte på äldre ord i sig, bara när de används på ett krystat sätt eller av någon som uppenbart inte riktigt behärskar dem. Språk handlar mer om sammanhang och stil än om att ord plötsligt blir ”otillåtna”."
gpt-5.6,informal,detector_evasive,921,,,0,281,"En liten mängd härsken krydda brukar inte ge mer än äcklig smak. Möjligen illamående, magknip eller lös mage. Drick vatten och släng burken. Får du kraftiga eller långvariga besvär, ring 1177. Vid misstänkt förgiftning kan Giftinformation nås på 010-456 67 00. Akut läge? Ring 112."
gpt-5.6,informal,detector_evasive,754,,,0,260,"Rätt meningslös fråga. En extremist fattar vad som förväntas och svarar därefter. Vad ska Migrationsverket ens dra för slutsats av ett svar om Lars Vilks? Bättre att kolla identitet, bakgrund, kopplingar och faktisk brottslighet. Åsiktsprov blir mest teater..."
gpt-5.6,informal,detector_evasive,174,,,0,236,Ren badmintonhall verkar saknas i Bromma och på Kungsholmen. Men Åkeshovshallen och Kristinebergshallen har badmintonbanor vissa tider. Bokas via Stockholms stads bokning. Vill du ha fler banor är Badmintonstadion vid Skanstull närmast.
gpt-5.6,informal,detector_evasive,692,,,0,218,PokerStars har native Mac-klient numera. Funkar klart bättre än Wine-lösningar. Nån nedladdningsbar EU-klient känner jag inte till. Unibet och Party kör mest webbläsare på Mac... annars blir det VMware eller Boot Camp.
gpt-5.6,informal,detector_evasive,328,,,0,540,"1. Mittenläget är kameran på men bakre snabbväljarratten är låst. Sista läget aktiverar ratten. Bra om man inte vill råka ändra t.ex. exponeringskompensation.

2. H betyder High speed continuous. Cirka 6,5 bilder/sek. Det andra serieläget kör runt 3 bilder/sek.

3. L anger största JPEG-storleken, alltså flest pixlar. Kurvan betyder Fine, mindre JPEG-komprimering och större filer. Trappan betyder Normal, hårdare komprimering och mindre filer. Samma upplösning men Fine ger bättre kvalitet. Vill du ha mest att jobba med efteråt? Kör RAW."
gpt-5.6,informal,detector_evasive,467,,,0,1101,"Första saken att kolla är om SD ens hade lokal lista, kandidater och valsedlar ute i de små kommunerna. Utan organisation blir resultatet därefter. I Norrlands inland röstar många dessutom på personer de känner. S och C har gamla, starka nätverk där. Lokala sjukvårdsfrågor, jobb och avfolkning väger tyngre än SD:s profilfrågor. Piteå är ett klassiskt S-fäste. Danderyd domineras av M och har en helt annan väljarkår.

Skåne och Blekinge är motsatsen. SD byggde organisation tidigt där och kunde ta över väljare från äldre missnöjespartier som Skånepartiet och Sjöbopartiet. Kommuner som Bjuv, Landskrona, Bromölla och Sölvesborg har också industri, pendling, bostadssegregation och rätt stora förändringar på kort tid. Då får ett protestparti fäste.

Borlänge passar in genom industrinedgång, ett försvagat S och stor flyktingmottagning. Söderhamn har liknande drag med utflyttning, förlorade jobb och missnöje med rikspolitiken. Sen handlar små procenttal ofta om få röster. I Åsele kan ett par dussin väljare flytta resultatet rejält... så lokal kandidat och kampanj betyder mer än man först tror."
gpt-5.6,informal,detector_evasive,265,,,0,964,"Klart de är rätta. Ord har inget bäst före-datum. Däremot har de olika stilvärde. ”Dock” funkar fint i en skoluppsats eller DN-debatt, men kan låta stelt i ett sms. ”Icke” passar i uttryck som ”icke godkänd” och ”icke-våld”. I vanlig text känns ”inte” oftast bättre. ”Således” hör hemma i formell eller resonerande text. I mejl till en kompis blir det lätt lite högtravande.

Samma sak med ”emedan”, ”ehuru”, ”torde” och ”därest”. De är inte fel. De sticker bara ut. I en historisk roman kan de passa. I ett jobbmejl kan de få skribenten att låta som en kommunal skrivelse från 1932...

Det viktiga är mottagare och ton. En skoluppsats blir inte bättre av gamla ord om de används som pynt. Men rätt ord på rätt plats? Varför skulle det förbjudas? Jag stör mig mer på felanvända ord än gamla. ”Vart” när man menar ”var”, ”dem” överallt och ”spendera tid” i texter där ”tillbringa tid” låter naturligare. Språk ändras. Det betyder inte att äldre ord måste kastas ut."
