Title,Abstract,Generated_OpenAI_Abstract,WAIT -- keywords??,,,,,,,,,
"""Men det här är ju kvinnogöra"": En studie om hur lärare ser på och praktiserar jämställdhet och genus i HKK","Kvinnor och män har historiskt sett ansetts ha olika fysiska och psykiska förutsättningar och den norm i samhället som vi levt efter har varit mannens. Kvinnans plats var i hemmet som maka, mor och husfru. I och med samhällets utveckling förändrades den könsspecifika arbetsfördelningen och kvinnan började förvärvsarbeta. Hem – och konsumentkunskap har gått från flickämne i skolan till obligatoriskt för alla där skolan ska främja jämställdhet och jämlikhet mellan könen. Denna rapports syfte är att undersöka hur yrkesverksamma lärare inom hem – och konsumentkunskap ser på jämställdhet och genus inom sitt ämne, vad som kan påverka hur de arbetar med jämställdhet mellan könen i sin undervisning samt hur de praktiskt genomför detta. Sju behöriga lärare från norra Sverige deltog i enskilda intervjuer. De hade olika åldrar och längd på yrkesverksamhet. Intervjuerna spelades in, transkriberades och analyserades med kvalitativ innehållsanalys. Respondenterna beskrev en pågående förändring av stereotypa könsmönster både i skolan och i hemmet men att traditionella könsroller fortfarande reproduceras. Hkk beskrevs som ett skolämne där lärandet till stor del sker i praktiskt arbete där roller synliggörs som kan ge förutsättningar till diskussion och reflektion om jämställdhet. Respondenterna var dock eniga om att jämställdhetsarbete i skolan ställer krav på lärarrollen och sig själv som verktyg, exempelvis vid bedömning av flickor och pojkar. Slutsatsen av denna studie är att lärare i hkk anser att stereotypa könsmönster har förändrats men fortfarande reproduceras traditionella könsroller i skolan. Yngre generationer frångår alltmer de traditionella könsrollerna då jämställdhet blir en allt mer naturlig del i samhället, dock kvarstår det arbete i jämställdhetsfrågan då det fortfarande finns skillnader mellan könen i betyg.","Kvinnor och män har genom historien tillskrivits skilda kroppsliga och mentala egenskaper, och samhällets norm har i stor utsträckning utgått från mannen. Kvinnans roll har länge förknippats med hemmet som hustru, mamma och ansvarig för hushållet. I takt med samhällsförändringar har den könsuppdelade arbetsfördelningen förskjutits och kvinnor har i högre grad etablerat sig i förvärvslivet. Ämnet hem- och konsumentkunskap har samtidigt gått från att vara ett uttalat flickämne till att bli obligatoriskt för alla elever, där skolan förväntas arbeta för jämställdhet och lika villkor mellan könen. Syftet med denna studie är att undersöka hur verksamma lärare i hem- och konsumentkunskap uppfattar genus och jämställdhet i sitt ämne, vilka faktorer som kan påverka deras jämställdhetsarbete i undervisningen samt hur detta tar sig uttryck i praktiken. Sju legitimerade lärare från norra Sverige deltog i individuella intervjuer. Deltagarna varierade i ålder och yrkeserfarenhet. Intervjuerna spelades in, skrevs ut och analyserades med kvalitativ innehållsanalys. Lärarna beskrev att stereotypa föreställningar om kön håller på att förändras både i skolan och i hemmet, men att traditionella könsroller fortfarande återskapas. Hem- och konsumentkunskap framställdes som ett ämne där mycket av lärandet sker genom praktiska moment, vilket gör ansvarsfördelning och roller tydliga och därmed skapar möjligheter till samtal och eftertanke kring jämställdhet. Samtidigt betonade respondenterna att ett medvetet jämställdhetsarbete ställer stora krav på läraren och på den egna professionaliteten, exempelvis i bedömningssituationer och i bemötandet av flickor respektive pojkar. Studiens slutsats är att lärare i hem- och konsumentkunskap upplever att könsstereotypa mönster har försvagats, men att traditionella könsroller fortfarande reproduceras i skolans vardag. Även om yngre generationer i ökande grad bryter mot äldre könsnormer när jämställdhet blir mer självklar i samhället, återstår ett fortsatt arbete, inte minst då skillnader mellan könen fortfarande kan ses i betygsresultat.",,,,,,,,,,
Hur blev det med hälsan?: En kvalitativ studie om elevers syn på hälsa i ämnet Idrott och hälsa i årskurs nio.,Syftet med denna studie är att undersöka vilken uppfattning elever i årskurs nio har om hälsa. Ämnet Idrott och hälsa bedrivs på olika sätt och syftet med studien är även att få en klarare bild över hur eleverna upplever att de arbetar med hälsa i undervisningen. Genom intervjuer vill vi höra elevernas tankar och erfarenheter om hälsa och vad de skulle vilja lära sig mer om. Vi vill även veta vad de tycker är viktigt för att kunna påverka sin framtida hälsa.,Denna studie syftar till att undersöka hur elever i årskurs nio ser på begreppet hälsa. Eftersom undervisningen i ämnet Idrott och hälsa kan utformas på olika sätt är målet också att få en tydligare förståelse för hur eleverna upplever att hälsofrågor behandlas under lektionerna. Med hjälp av intervjuer vill vi ta del av elevernas resonemang och upplevelser kring hälsa samt vad de önskar fördjupa sina kunskaper inom. Studien avser även att belysa vilka faktorer eleverna anser vara centrala för att kunna påverka sin hälsa på längre sikt.,,,,,,,,,,
Handledningsprocesser i Medarbetarsamtalet,"I detta arbete har jag tittat på handledning på arbetsplatser. Handledning är idag ett svårdefinierbart begrepp som används allt mer på arbetsplatser. Syftet med detta arbete är att studera handledning och olika handledningsprocesser och se hur man skulle kunna använda sig av dem på arbetsplatser och i medarbetarsamtalet. Jag kommer att avgränsa mig genom att titta på momentet som rör medarbetarens utveckling i medarbetarsamtalet. I min teoretiska utgångspunkt har jag utgått ifrån att det kan förekomma handledning i medarbetarsamtalet, men att man inte kan se hela samtalet som handledning. För att undersöka detta har jag intervjuat 8 personer, fördelat på 2 arbetsplatser, om medarbetarsamtalet. Hälften har varit chefer och hälften medarbetare. I intervjuerna har det framkommit att man definitivt kan se handledande förhållningssätt i medarbetarsamtalet på båda företagen och att man också kan använda sig av de metoder och tankesätt som finns inom handledning för att utveckla medarbetarsamtalet ytterligare. Om man säger att själva medarbetarsamtalet i sig inte är handledning fullt ut, men att man kan se handledning förekomma på arbetsplatser, så skulle man kunna säga att medarbetarsamtalet är själva startskottet för den handledning som sedan sker under det dagliga arbetet. En utgångspunkt för medarbetare och chefer där man på medarbetarsamtalet har stämt av varandras förväntningar och samtyckt om var det behövs utveckling samt hur arbetet fungerar i stort på arbetsplatsen. Utefter detta kan man sedan arbeta med dessa saker i det dagliga arbetet under tiden till nästa medarbetarsamtal.","I den här studien undersöker jag handledning i arbetslivet. Handledning är i dag ett mångtydigt begrepp som får allt större plats på arbetsplatser. Arbetets syfte är att belysa handledning och olika handledningsprocesser samt att pröva hur dessa kan komma till användning på arbetsplatser, särskilt i samband med medarbetarsamtal. Jag avgränsar fokus till den del av medarbetarsamtalet som handlar om medarbetarens utveckling. Min teoretiska utgångspunkt är att handledande inslag kan förekomma i medarbetarsamtalet, men att hela samtalet inte utan vidare kan likställas med handledning. För att undersöka detta genomförde jag intervjuer med åtta personer på två arbetsplatser, där fyra var chefer och fyra var medarbetare, om deras erfarenheter av medarbetarsamtal. Resultaten visar att ett handledande förhållningssätt tydligt kan identifieras i medarbetarsamtalen på båda arbetsplatserna, och att metoder och perspektiv från handledning kan bidra till att vidareutveckla samtalens kvalitet och funktion. Om medarbetarsamtalet inte ses som fullständig handledning, men som en arena där handledning tar form, kan det förstås som en startpunkt för den handledning som sedan fortsätter i det vardagliga arbetet. Samtalet blir då en gemensam utgångspunkt där chef och medarbetare tydliggör förväntningar, enas om utvecklingsbehov och skapar en gemensam bild av arbetssituationen. Utifrån detta kan utvecklingsarbetet sedan följas upp och omsättas i praktiken fram till nästa medarbetarsamtal.",,,,,,,,,,
Drömmen om ett arbete: En undersökning om anställningsbarhet i förhållande till personlighet och sökbeteende,"Denna studie syftar på att ta reda på hur anställningsbarheten ser ut i förhållande till personlighet och sökbeteende. Studien vänder sig till tidigare studenter på det Arbetsvetenskapliga programmet på Högskolan i Halmstad. Finns det någon personlighetsprofil som är mer gynnsam i arbetssökningsprocessen? Hur ser kraven ut för tjänster inom yrkesområdet samt finns det något samband mellan personlighet, anställningsbarhet och beteende i sökprocessen.Genom att granska platsannonser sammanställdes vilka krav som krävs för tjänster inom yrkesområdet. En enkätundersökning skickades till personer som gått utbildningen. Även intervjuer gjordes med respondenter för att få ett djup i studien. Resultatet visar bland annat att det är egenskaper inom området samvetsgrannhet och extroversion som mest efterfrågas i platsannonser inom yrkesområdet. Över hälften av respondenterna som idag har arbete inom yrkesområdet har fått arbete genom sitt sociala kontaktnät. I intervjuerna framkom att respondenterna upplevt att personlighet är en viktig faktor som arbetsgivare tittar på vid rekrytering. Studien visar även att de som är arbetslösa är mer proaktiva än övriga. Dessutom finns ett tydligt samband mellan kön, familjesituation och geografisk rörlighet. Att vara en strategiker samt utarbeta ett stort och brett socialt nätverk har i denna studie visat sig viktigt på vägen mot drömmen om ett arbete, medan däremot skillnader inom gruppen verkar sakna betydelse.","Denna studie undersöker hur anställningsbarhet hänger samman med personlighet och arbetssökande beteenden. Målgruppen är tidigare studenter från Arbetsvetenskapliga programmet vid Högskolan i Halmstad. Studien söker svar på om vissa personlighetsdrag ger fördelar i jobbsökarprocessen, vilka kompetenskrav som dominerar inom yrkesområdet samt om det går att se kopplingar mellan personlighet, anställningsbarhet och agerande vid jobbsökande.",,,,,,,,,,
,,,,,,,,,,,,
 samt att kön," medan individuella skillnader inom gruppen i övrigt tycks ha mindre påverkan.""",,,,,,,,,,,
Att vara syskon eller partner till en person med ätstörningsproblematik,"Syftet med denna uppsats har varit att belysa behandlares uppfattningar om syskon och partners upplevelser av att ha en nära person med en ätstörning, samt betydelsen av att involvera dem i den drabbades behandling. Studien genomfördes med en kvalitativ metod där semistrukturerade intervjuer utfördes med 6 behandlare på olika ätstörningsverksamheter i Sverige. Resultat och slutsats visade att syskon och partners, samt andra närstående, är betydelsefulla för patientens tillfriskande. Det är viktigt att syskon och partners involveras i behandling, och att de får information om sjukdom och behandling. Syskon ska inte anta en ansvarsroll, medan partner behöver ta ett visst ansvar i vardagen. Ätstörningar har en tydlig påverkan på partners och syskon, samt på närstående i allmänhet. Närstående bör få goda verktyg till hur de kan vara ett stöd på bästa sätt till den drabbade. Behandlaren ska bemöta närstående med förståelse, respekt och ingen skuldbeläggning. Det är väsentligt för patientens motivation och tillfrisknande att det finns en god och nära relation till de närstående som är involverade i behandlingen. Det finns en brist på forskning inom detta område. Vidare forskning krävs för att stärka studiens resultat och slutsats.","Syftet med uppsatsen var att undersöka hur behandlare beskriver syskons och partners erfarenheter av att stå nära en person med ätstörning, samt vilken roll dessa närstående kan ha när de inkluderas i behandlingsprocessen. Studien hade en kvalitativ ansats och baserades på semistrukturerade intervjuer med sex behandlare verksamma inom olika ätstörningsmottagningar i Sverige. Resultaten visade att syskon, partners och andra närstående ofta har stor betydelse för patientens återhämtning. Det framkom att deras delaktighet i behandlingen är viktig, särskilt genom att de får tydlig information om sjukdomen och om pågående insatser. Syskon bör inte hamna i en överdriven omsorgs- eller ansvarsställning, medan partner i viss utsträckning kan behöva ta ansvar i vardagliga situationer. Ätstörningen påverkar närstående påtagligt, både känslomässigt och praktiskt, och de behöver konkreta strategier för hur de kan stödja den drabbade på ett hjälpsamt sätt. Behandlare bör möta närstående med respekt, förståelse och utan skuldbeläggning. En nära och fungerande relation mellan patient och involverade närstående bedömdes som central för motivation och tillfrisknande. Studien pekar samtidigt på begränsad tidigare forskning inom området, vilket motiverar fortsatt forskning för att fördjupa och stärka kunskapsläget.",,,,,,,,,,
Kalmar - ett platsvarumärke i skuggan av Öland och Glasriket: En studie om destinationsutveckling,"Turismen i Kalmar har ökat de senaste åren, men hamnar till synes i skymundan av Öland och Glasriket. Hur får man besökare att få upp ögonen för Kalmar som primära resmålet och hur får man dem att stanna? Vi har i denna uppsats intresserat oss för att ta reda på hur ett starkt platsvarumärke skapas och vad som således krävs för att bli en framgångsrik destination, samt hur man kan använda sig av platsmarknadsföring för att nå ut med platsvarumärket till potentiella målgrupper.","Turismen i Kalmar har vuxit under senare år, men staden hamnar ofta i skuggan av Öland och Glasriket. Hur kan man få fler besökare att välja Kalmar som huvudresmål, och vad krävs för att de ska vilja stanna längre? I denna uppsats undersöker vi hur ett starkt platsvarumärke byggs upp och vilka faktorer som gör en destination framgångsrik. Vi fokuserar även på hur platsmarknadsföring kan användas för att kommunicera platsvarumärket och nå relevanta målgrupper.",,,,,,,,,,
Användandet av miljöledningssystem och gröna nyckeltal: – en studie av drivkrafter hos mindre företag,"Under de senaste åren har miljömedvetenheten i samhället blivit alltmer påtaglig och i synnerhet är det debatten om växthuseffekten som fått mycket stort utrymme i media. Detta har medfört att företagens intressenter börjat ställa allt högre krav på att även företagen ska ta sitt miljöansvar. Ett vanligt sätt att få struktur på miljöarbetet är att implementera ett miljöledningssystem i verksamheten. Företagen väljer ofta att certifiera sig i och med införandet av ett miljöledningssystem, vilket även fler och fler av företagens kunder kräver. Idag är det fortfarande i första hand stora företag som miljöredovisar och använder sig av gröna nyckeltal för att visa sin miljöpåverkan för dess intressenter. I mindre företag är inte denna företeelse särskilt vanlig. Med detta som utgångspunkt blev vår problemformulering: Vad driver mindre företag att använda miljöledningssystem och gröna nyckeltal och hur bedriver de sitt miljöarbete?Vårt syfte med denna uppsats är att kunna ge vägledning om vilka gröna nyckeltal som kan vara relevanta och som mindre företag kan använda sig av i sin redovisning. Vi vill se om det går att identifiera drivkrafterna bakom miljöredovisning och hur intressenterna påverkar denna. Vi försöker fånga upp trender inom området och använder företagskoncerner som jämförelsegrund för att visa alternativ och ge exempel på miljöarbete. Teorin inleds med en redogörelse för olika drivkrafter som kan finnas bakom miljöredovisning samt en djupare diskussion om gröna nyckeltal. Vidare beskrivs intressentmodellen och legitimitetsteorin samt vad olika intressenter använder miljöredovisning till. Vi valde att kombinera en kvantitativ och kvalitativ metod för insamlandet av det empiriska materialet till vår studie. Vi börjar med den kvantitativa metoden för att få en överblick samt för att få respondenter till den kvalitativa delen av vår studie. I vår analys av det empiriska materialet har vi utgått ifrån vår teoretiska referensram där vi dragit slutsatserna att yttre faktorer och intressenter var viktiga vid initieringen av miljöarbetet och införandet av ett miljöledningssystem hos företagen, men att det senare var de interna fördelarna som värderades högst. Vad det visar är att mindre företag upplever en press utifrån att miljöcertifiera sig men att det i praktiken verkar vara av mindre betydelse vid upphandlingar. Det framstår helt klart att implementeringen av ett miljöledningssystem i företaget gör att miljöarbetet blir mer konkret och strukturerat. Vad avser användandet av gröna nyckeltal är det energiförbrukning i olika former som är den dominerande indikatorn, däremot verkar det finnas problem att relatera denna på ett enkelt och rättvisande sätt.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
 visar att externa krav och intressentpåverkan ofta är centrala när miljöarbete initieras och när miljöledningssystem införs, men att certifiering i praktiken tycks spela en mindre roll vid upphandlingar än vad som ofta antas. Implementeringen av ett miljöledningssystem gör däremot miljöarbetet tydligare,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
 drar vi slutsatsen att externa drivkrafter och intressentkrav ofta är avgörande för att miljöarbetet initieras och att miljöledningssystem införs, men att certifieringen i praktiken tycks väga mindre i upphandlingar än vad man ofta antar. Implementeringen av miljöledningssystem gör samtidigt att miljöarbetet blir tydligare,,,,,,,,,,,
Principalansvaret för vårdnadshavare: Föräldrars skadeståndsansvar för skada vållad av barn,"Personer under 15 år kan inte straffrättsligt bli ansvariga för brott de begått i enlighet med 1 kap 6§ BrB. Däremot kan en civilrättslig process gällande skadeståndsrättsligt anspråk bli aktuell i princip oberoende av skadevållarens ålder. Huvudregeln är alltså att barn kan bli skadeståndsskyldiga på samma sätt som en vuxen om de anses ha vållat skada. De större utmärkande skillnaderna mellan att hålla ett barn jämfört med en vuxen skadeståndsskyldig är att det görs en så kallad skälighetsbedömning när det gäller barn och även vid bedömning av barns culpa tar man mindre hänsyn till de subjektiva kriterierna. I denna uppsats utreds vårdnadshavarens ansvar enligt 3 kap. 5§ skadeståndslagen som infördes år 2010. Denna reglering innebär att föräldrar kan blir skadeståndsansvariga för skador som deras barn orsakar genom brott samt genom tillsynsansvaret som regleras i 6 kap. 2§ föräldrabalken. Denna paragraf reglerar att vårdnadshavaren skall ge barnet den tillsyn och uppsikt det behöver medhänsyn till ålder, utveckling och övriga omständigheter för att hindra skadevållande handlingar. Skillnaden mellan dessa respektive lagregler gällande att vårdnadshavaren skall anses vara skadeståndsansvarig är att den förra förutsätter att barnet begått ett brott och förutsätter heller ej culpa medan den senare inte gör det.","Barn som inte har fyllt 15 år kan enligt 1 kap. 6 § BrB inte ådömas straffrättsligt ansvar för gärningar de utfört. Däremot kan ett skadeståndsrättsligt krav i civilprocess väckas i stort sett oavsett skadevållarens ålder. Utgångspunkten är därmed att även barn kan åläggas skadeståndsansvar på liknande sätt som vuxna om de bedöms ha orsakat en skada. De mest framträdande skillnaderna jämfört med vuxnas ansvar är att barns ansvar prövas genom en särskild skälighetsbedömning, och att culpabedömningen i viss mån anpassas med mindre vikt vid individuella subjektiva förutsättningar. I uppsatsen analyseras även vårdnadshavares ansvar enligt 3 kap. 5 § skadeståndslagen, en bestämmelse som infördes 2010. Regeln innebär att föräldrar kan bli ersättningsskyldiga för skador som barn orsakar genom brott, samt genom det tillsynsansvar som följer av 6 kap. 2 § föräldrabalken. Där anges att vårdnadshavaren ska utöva den tillsyn och uppsikt som krävs med hänsyn till barnets ålder, mognad och övriga omständigheter för att förebygga skadegörande handlingar. Skillnaden mellan regelverken är att det förstnämnda bygger på att barnet begått brott och inte kräver vårdslöshet, medan tillsynsansvaret kan aktualiseras även utan brott och förutsätter en culpabedömning.",,,,,,,,,,
Fytoremediering med perenn solros i åkerjord,"Inledning: Jordar förorenade med höga halter giftiga metaller till följd av antropogen verksamhet förekommer på flera platser på jorden och kan utgöra hälsorisk för både människor, djur och miljö. Därför finns orsak att se på miljövänliga metoder för sanering av förorenad mark. Då konventionella saneringsmetoder där jorden förflyttas från platsen ofta är mycket kostsamma och riskerar störa ekosystemen i hög grad är fytoremediering en metod med stor potential, vilken går ut på att rena mark eller vatten med växter. Studier har bland annat gjorts där annuell solros visat sig användbar för rening mark. Däremot verkar inga studier finns för perenn solros förmåga att ackumulera metaller från mark. Syfte: Syftet med studien är att undersöka perenn solros H. maximilianis upptag av metaller från jord hämtad från en åker i Mellansverige, samt att kvantifiera och kemiskt karakterisera metallerna i jorden. Frågeställningen studien ämnar besvara är om solrosen H. maximiliani lämpar sig för fytoremediering av metallförorenad mark. Metod: Perenn solros av sorten Helianthus maximiliani såddes i jord hämtad från en åker i Mellansverige och placerades i ett klimatreglerat växthus på Örebro universitet. Frön såddes samtidigt i såjord och vermiculit för senare omplantering till krukor med åkerjorden. Åkerjorden analyserades innan sådd på syralakbar halt metaller samt på växttillgänglig, reducerbar och oxiderbar halt. Plantorna skördades vid två tillfällen varpå metallinnehållet mättes för olika växtdelar. Jorden analyserades efter skörd. Metallanalysen gjordes i IPC-MS Agilent 7500 cx. Resultaten analyserades utifrån en signifikansnivå på 5 % och plantans ackumuleringseffektivitet beräknades och bedömdes utifrån BCF (bioconcentration factors). Resultat och slutsats: H. maximilianis tillväxt i åkerjorden var låg. Möjligtvis på grund av låg syrehalt och/eller lågt pH i jorden. H. maximiliani tog effektivt upp metaller som V, Cr, Co, Ni, Cu, Zn, Sr, Mo, Cd, Ba och Tl från den växttillgängliga fraktionen i marken till blad och stjälk. För att i realiteten kunna använda den perenna solrosen H maximiliani som fytoremedieringsgröda krävs högre tillväxt än vad som åstadkommits i studien. Åkerjorden från Kvinnersta innehöll halter av Cd, Cu, Zn och Ni högre än riktvärdena för acceptabel nivå innan slamgödsling bör ske, samt halter som översteg eller gränsade till riktvärdena för högsta acceptabla nivå för känslig markanvändning för metallerna As, Ba, Cd, Cu, och Zn. Halten uran var mellan cirka 5 och 50 gånger högre än den genomsnittliga uranhalten för jordar i Europa. De metaller av dem som förekom i hög halt i jorden (jämfört med Naturvårdsverkets gränsvärden för känslig markanvändning, samt gräns vid slamgödsling) som H. maximiliani inte tog upp effektivt var As, Pb och U.",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
 Cr, Ni, Cd, Ba och Tl) till framför allt blad och stjälk. För praktisk användning som fytoremedieringsgröda krävs dock högre biomassatillväxt än den som uppnåddes här. Jorden från Kvinnersta hade Cd-,, Zn- och Ni-halter över rekommenderade nivåer inför slamgödsling, och halter som överskred eller låg nära riktvärden för känslig markanvändning för As, Ba, Cd, Cu och Zn. Uranhalten var dessutom cirka 5–50 gånger högre än genomsnittet för europeiska jordar. Av de metaller som förekom i relativt höga halter var As," Pb och U de som *H. maximilianis* inte ackumulerade effektivt.""","**Inledning:** Mark som belastats med förhöjda halter toxiska metaller genom mänsklig aktivitet förekommer globalt och kan innebära risker för människors hälsa samt påverka djur och ekosystem negativt. Det finns därför behov av saneringsmetoder med låg miljöpåverkan. Traditionella åtgärder där förorenad jord grävs upp och transporteras bort är ofta mycket dyra och kan samtidigt orsaka omfattande störningar i naturmiljön. Fytoremediering – rening av jord eller vatten med hjälp av växter – är ett alternativ med stor potential. Tidigare försök har visat att annuell solros kan bidra till metallupptag, men kunskapen om perenna solrosars förmåga att ackumulera metaller är begränsad.",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
 och ackumulering bedömdes med biokoncentrationsfaktorer (BCF).,,,,,,,,,,,,
,,,,,,,,,,,,
 inklusive V, Co, Mo, Cd,, främst till blad och stjälk. För praktisk användning som fytoremedieringsgröda krävs dock en högre biomassa- och tillväxtproduktion än vad som uppnåddes här. Jorden från Kvinnersta visade halter av Cd, Cu, Zn och Ni över nivåer som rekommenderas före slamgödsling, och halter som överskred eller låg nära riktvärden för känslig markanvändning för As, Ba, Cd, Cu och Zn. Uran förekom dessutom i nivåer ungefär 5–50 gånger högre än genomsnittet för europeiska jordar. Av de metaller som var förhöjda i jorden var det framför allt As," Pb och U som *H. maximiliani* inte ackumulerade effektivt."""
Videokompression och användarnytta,Digital video är ett område som expanderat kraftigt senaste åren. På grund av avancerade videokompressionsmetoder kan numera en hel långfilm rymmas på mobiltelefonen eller den handhållna videospelaren. Men hur fungerar videokompression och hur hårt kan man komprimera en viss filmsekvens med bibehållen användarnytta? I denna uppsats görs en genomgång för grunderna inom videokompression. Dess förhållande till användarnyttan undersöks genom ett experiment. I detta experiment testas tre videosekvenser komprimerade med tre olika kodekar i tre olika datahastigheter för tre olika experimentgrupper. Slutsatsen av denna studie är att det är svårt att hitta en exakt brytpunkt där användaren finner videokvaliteten oacceptabel. Dock kan det konstateras att den högsta datahastigheten(256 kbit/s) genererar hög användarnytta medan den lägsta datahastigheten genererar låg användarnytta. Mellanhastigheten 128 kbit/s får knappt godkänt av testpersonerna.,"Digital video är ett fält som har vuxit snabbt under de senaste åren. Tack vare moderna komprimeringsmetoder går det i dag att lagra och spela upp en hel långfilm på en mobiltelefon eller en bärbar mediaspelare. Men vad innebär videokompression i praktiken, och hur långt kan man pressa ned datamängden för en given sekvens utan att upplevelsen försämras för mycket? I denna uppsats presenteras en översikt av grundprinciperna bakom videokompression. Kopplingen till upplevd användarnytta studeras genom ett experiment. Där jämförs tre videoklipp som kodats med tre olika kodekar och tre olika bithastigheter, och visas för tre separata testgrupper. Resultaten visar att det är svårt att fastställa en tydlig gräns där kvaliteten uppfattas som oacceptabel. Samtidigt framgår att den högsta bithastigheten (256 kbit/s) ger hög användarnytta, medan den lägsta ger låg. Den mellanliggande nivån, 128 kbit/s, bedöms av deltagarna som precis acceptabel.",,,,,,,,,,
Mer lättläst: Påbyggnad av ett automatiskt omskrivningsverktyg till lätt svenska,"Det svenska språket ska finnas tillgängligt för alla som bor och verkar i Sverige. Därförär det viktigt att det finns lättlästa alternativ för dem som har svårighet att läsa svensktext. Detta arbete bygger vidare på att visa att det är möjligt att skapa ett automatisktomskrivningsprogram som gör texter mer lättlästa. Till grund för arbetet liggerCogFLUX som är ett verktyg för automatisk omskrivning till lätt svenska. CogFLUXinnehåller funktioner för att syntaktiskt skriva om texter till mer lättläst svenska.Omskrivningarna görs med hjälp av omskrivningsregler framtagna i ett tidigare projekt.I detta arbete implementeras ytterligare omskrivningsregler och även en ny modul förhantering av synonymer. Med dessa nya regler och modulen ska arbetet undersöka omdet är det är möjligt att skapa system som ger en mer lättläst text enligt etableradeläsbarhetsmått som LIX, OVIX och Nominalkvot. Omskrivningsreglerna ochsynonymhanteraren testas på tre olika texter med en total lägnd på ungefär hundra tusenord. Arbetet visar att det går att sänka både LIX-värdet och Nominalkvoten signifikantmed hjälp av omskrivningsregler och synonymhanterare. Arbetet visar även att det finnsfler saker kvar att göra för att framställa ett riktigt bra program för automatiskomskrivning till lätt svenska.","Svenskan ska vara begriplig och användbar för alla som bor och arbetar i Sverige. Därför behövs lättlästa versioner av texter för personer som har svårt att ta till sig vanlig svensk text. Detta arbete fortsätter tidigare forskning som visar att automatisk omskrivning kan användas för att göra texter mer lättlästa. Studien utgår från CogFLUX, ett verktyg som automatiskt skriver om text till lätt svenska genom syntaktiska förändringar. Omskrivningarna bygger på regler som tagits fram i ett tidigare projekt. I detta arbete läggs fler omskrivningsregler till och dessutom utvecklas en ny modul som hanterar synonymer. Med dessa tillägg undersöks om systemet kan producera texter som blir enklare enligt etablerade läsbarhetsmått som LIX, OVIX och nominalkvot. Reglerna och synonymmodulen utvärderas på tre texter med en sammanlagd omfattning på cirka hundratusen ord. Resultaten visar att både LIX och nominalkvoten kan minskas tydligt med hjälp av omskrivningsregler och synonymhantering. Samtidigt framkommer att ytterligare utveckling krävs för att skapa ett riktigt välfungerande program för automatisk omskrivning till lätt svenska.",,,,,,,,,,
"""Jag tror inte han är där än, alltså rent språkligt"": Gymnasielärares beskrivningar av och attityder till förortssvenska och förortsslang","Forskning har visat på flera former av migrationsrelaterad språklig variation, däribland förortssvenska och förortsslang. Syftet med studien är att undersöka gymnasielärares beskrivningar av och attityder till förortssvenska och förortsslang . Metoden består av en enkätundersökning, där lärarna har fått lyssna på några språkprov och svarat på några frågor, varpå ett fokusgruppssamtal tagit vid. Materialet i examensarbetet utgörs av sju ifyllda enkäter och tre därpå följande fokusgruppssamtal som spelats in och sedan grovtranskriberats. Resultatet gav en splittrad bild. Lärarna värderade personer som talade förortsslang som mindre ordentliga, mindre trevliga och tuffare medan talare av förortssvenska uppfattades som trevligare, mer ordentliga och mer intelligenta. Vissa av lärarna kunde identifiera förortssvenskan och dess avvikande prosodi. Några av lärarna tolkade förortsslang som bristfälligt inlärarspråk medan andra analyserade slangspråket som en markör av grupptillhörighet. Den sociolingvistiska medvetenheten tolkas därmed som hög hos vissa lärare i studien och låg hos andra lärare.","Tidigare studier har pekat på flera typer av migrationsrelaterad språklig variation i svenskan, bland annat förortssvenska och förortsslang. Denna studie syftar till att kartlägga gymnasielärares sätt att beskriva samt deras attityder till dessa två varieteter. Undersökningen genomförs med en enkät där deltagarna får lyssna på utvalda språkprov och besvara frågor, följt av fokusgruppsdiskussioner. Empirin består av sju ifyllda enkäter och tre efterföljande fokusgruppssamtal som spelats in och därefter grovtranskriberats. Resultaten visar en oenhetlig bild. Talare av förortsslang tillskrevs i högre grad egenskaper som mindre ordentlighet och mindre trevlighet, men också ett tuffare intryck, medan talare av förortssvenska oftare bedömdes som trevligare, mer ordentliga och mer intelligenta. Flera lärare uppgav att de kände igen förortssvenska, särskilt genom prosodiska drag. Förortsslang tolkades av vissa som ett bristande inlärarspråk, medan andra såg det som ett medvetet uttryck för grupptillhörighet. Sammantaget framstår den sociolingvistiska medvetenheten som relativt hög hos vissa lärare men låg hos andra.",,,,,,,,,,
